ID,Outros,Obra nao iniciada (terreno),Infra-estrutura,Vedacao vertical,Coberturas,Esquadrias,Revestimentos externos,Pisos externos e paisagismo
8437-21,0,0,0,0,0,0,0,1
8437-1,0,0,0,0,0,1,0,1
8437-2,0,0,0,0,0,1,0,1
8438-37,0,0,0,0,0,1,0,1
8438-17,0,0,0,0,0,0,0,1
8438-29,0,0,0,0,0,0,0,1
8438-35,0,0,0,0,0,0,0,1
8438-2,0,0,0,0,0,1,0,1
8438-3,0,0,0,0,0,1,0,1
8438-10,0,0,0,0,0,1,0,1
8438-38,0,0,0,0,0,0,0,1
8438-36,0,0,0,0,0,0,0,1
8438-1,0,0,0,0,0,1,0,1
8441-4,0,0,0,0,0,1,0,1
8441-9,0,0,0,0,0,1,0,1
8441-7,0,0,0,0,0,1,0,1
8441-0,0,0,0,0,0,0,0,1
8441-1,0,0,0,0,0,1,0,1
8441-5,0,0,0,0,0,1,0,1
8441-14,0,0,0,0,0,1,0,1
8441-15,0,0,0,0,0,1,0,1
8441-2,0,0,0,0,0,1,0,1
8441-6,0,0,0,0,0,1,0,1
8441-17,0,0,0,0,0,1,0,1
8442-14,0,0,0,0,0,1,0,1
8442-0,0,0,0,0,0,0,0,1
8443-0,0,0,0,0,0,1,0,1
8443-2,0,0,0,0,0,0,0,1
8443-3,0,0,0,0,0,0,0,1
8443-5,0,0,0,0,0,1,0,1
8443-1,0,0,0,0,0,1,0,1
8444-2,0,0,0,0,0,1,0,1
8444-3,0,0,0,0,0,0,0,1
8444-9,0,0,0,0,0,1,0,1
8444-10,0,0,0,0,0,0,0,1
8444-1,0,0,0,0,0,1,0,1
8444-11,0,0,0,0,0,0,0,1
8445-8,0,0,0,0,0,0,0,1
8445-9,0,0,0,0,0,1,0,1
8445-7,0,0,0,0,0,1,0,1
8445-6,0,0,0,0,0,1,0,1
8446-0,0,0,0,0,0,0,1,0
8446-4,0,0,0,0,0,0,1,0
8446-8,0,0,0,0,0,0,1,0
8446-2,0,0,0,0,0,0,1,0
8446-3,0,0,0,0,0,0,1,0
8446-9,0,0,0,0,0,0,1,0
8446-10,0,0,0,0,0,0,1,0
8446-5,0,0,0,0,0,0,1,0
8446-1,0,0,0,0,0,0,1,0
8446-6,0,0,0,0,0,0,1,0
8446-11,0,0,0,0,0,0,1,0
8447-4,0,0,0,0,0,0,0,1
8447-9,0,0,0,0,0,1,0,1
8447-16,0,0,0,0,0,1,0,1
8448-0,0,0,0,0,0,0,1,1
8448-19,0,0,0,0,0,0,1,0
8448-23,0,0,0,0,0,0,1,1
8448-28,0,0,0,0,0,0,1,1
8448-34,0,0,0,0,0,0,1,0
8448-37,0,0,0,0,0,0,1,0
8448-40,0,0,0,0,0,0,1,0
8448-41,0,0,0,0,0,0,1,1
8448-42,0,0,0,0,0,0,1,0
8448-46,0,0,0,0,0,0,1,0
8448-8,0,0,0,0,0,0,0,1
8448-17,0,0,0,0,0,0,1,0
8448-29,0,0,0,0,0,0,1,0
8448-31,0,0,0,0,0,0,1,0
8448-33,0,0,0,0,0,0,1,0
8448-35,0,0,0,0,0,0,1,0
8448-39,0,0,0,0,0,0,1,0
8448-13,0,0,0,0,0,0,1,0
8448-2,0,0,0,0,0,0,1,1
8448-3,0,0,0,0,0,0,1,1
8448-10,0,0,0,0,0,0,1,1
8448-18,0,0,0,0,0,0,1,0
8448-32,0,0,0,0,0,0,1,0
8448-38,0,0,0,0,0,0,1,0
8448-44,0,0,0,0,0,0,1,0
8448-45,0,0,0,0,0,0,1,0
8448-48,0,0,0,0,0,0,1,0
8448-5,0,0,0,0,0,0,1,0
8448-15,0,0,0,0,0,0,1,0
8448-24,0,0,0,0,0,0,1,1
8448-30,0,0,0,0,0,0,0,1
8448-43,0,0,0,0,0,0,1,0
8448-47,0,0,0,0,0,0,1,0
8448-7,0,0,0,0,0,0,1,0
8448-36,0,0,0,0,0,0,1,0
8448-1,0,0,0,0,0,0,1,0
8448-12,0,0,0,0,0,0,1,0
8448-20,0,0,0,0,0,0,1,0
8448-25,0,0,0,0,0,0,1,1
8448-21,0,0,0,0,0,0,1,0
8448-22,0,0,0,0,0,0,1,0
8450-5,0,0,0,0,0,1,0,1
8450-7,0,0,0,0,0,1,0,1
8451-14,0,0,0,0,0,0,0,1
8451-15,0,0,0,0,0,1,0,1
8451-21,0,0,0,0,0,1,0,1
8451-2,0,0,0,0,0,1,0,1
8451-6,0,0,0,0,0,1,0,1
8451-10,0,0,0,0,0,1,0,1
8451-18,0,0,0,0,0,1,0,1
8451-8,0,0,0,0,0,1,0,1
8451-17,0,0,0,0,0,0,0,1
8451-9,0,0,0,0,0,1,0,1
8452-1,0,0,0,0,0,1,0,1
8452-2,0,0,0,0,0,0,0,1
8452-3,0,0,0,0,0,1,0,1
8452-11,0,0,0,0,0,1,0,1
8452-8,0,0,0,0,0,1,0,1
8452-0,0,0,0,0,0,1,0,1
8452-7,0,0,0,0,0,1,0,1
8454-1,0,0,0,0,0,1,0,1
8454-2,0,0,0,0,0,1,0,1
8454-3,0,0,0,0,0,1,0,1
8454-10,0,0,0,0,0,0,0,1
8454-12,0,0,0,0,0,1,0,1
8454-25,0,0,0,0,0,0,0,1
8454-38,0,0,0,0,0,1,0,1
8454-11,0,0,0,0,0,1,0,1
8454-30,0,0,0,0,0,1,0,1
8454-26,0,0,0,0,0,1,0,1
8454-29,0,0,0,0,0,0,0,1
8454-31,0,0,0,0,0,1,0,1
8454-33,0,0,0,0,0,1,0,1
8454-0,0,0,0,0,0,1,0,1
8454-27,0,0,0,0,0,1,0,1
8454-28,0,0,0,0,0,0,0,1
8454-34,0,0,0,0,0,1,0,1
8454-37,0,0,0,0,0,1,0,1
8454-35,0,0,0,0,0,0,0,1
8454-39,0,0,0,0,0,1,0,1
8454-24,0,0,0,0,0,0,0,1
8454-9,0,0,0,0,0,1,0,1
8455-1,0,0,0,0,0,1,0,1
8455-2,0,0,0,0,0,1,0,1
8455-7,0,0,0,0,0,1,0,1
8456-45,0,0,0,0,0,0,0,1
8456-46,0,0,0,0,0,1,0,1
8456-44,0,0,0,0,0,1,0,1
8456-14,0,0,0,0,0,1,0,1
8456-47,0,0,0,0,0,1,0,1
8456-13,0,0,0,0,0,1,0,1
8457-4,0,0,0,0,0,1,0,1
8457-13,0,0,0,0,0,1,0,1
8457-10,0,0,0,0,0,0,0,1
8457-5,0,0,0,0,0,1,0,1
8457-6,0,0,0,0,0,1,0,1
8457-22,0,0,0,0,0,1,0,1
8458-46,0,0,0,0,0,1,0,1
8458-48,0,0,0,0,0,1,0,1
8458-49,0,0,0,0,0,1,0,1
8458-50,0,0,0,0,0,1,0,1
8458-11,0,0,0,0,0,1,0,1
8458-5,0,0,0,0,0,1,0,1
8458-22,0,0,0,0,0,1,0,1
8458-2,0,0,0,0,0,1,0,1
8458-52,0,0,0,0,0,1,0,1
8460-17,0,0,0,0,0,0,0,1
8460-14,0,0,0,0,0,1,0,1
8461-7,0,0,0,0,0,1,0,1
8461-0,0,0,0,0,0,1,0,1
8461-2,0,0,0,0,0,1,0,1
8461-6,0,0,0,0,0,1,0,1
8461-8,0,0,0,0,0,1,0,1
8462-1,0,0,0,0,0,1,0,1
8462-2,0,0,0,0,0,1,0,1
8462-0,0,0,0,0,0,1,0,1
8462-4,0,0,0,0,0,1,0,1
8465-5,0,0,0,0,0,0,0,1
8465-21,0,0,0,0,0,1,0,1
8465-22,0,0,0,0,0,1,0,1
8465-77,0,0,0,0,0,1,0,1
8465-118,0,0,0,0,0,1,0,1
8465-10,0,0,0,0,0,1,0,1
8465-12,0,0,0,0,0,1,0,1
8465-25,0,0,0,0,0,1,0,1
8465-11,0,0,0,0,0,1,0,1
8465-119,0,0,0,0,0,1,0,1
8465-13,0,0,0,0,0,1,0,1
8465-26,0,0,0,0,0,1,0,1
8465-80,0,0,0,0,0,1,0,1
8465-81,0,0,0,0,0,1,0,1
8465-83,0,0,0,0,0,0,0,1
8465-90,0,0,0,0,0,0,0,1
8465-23,0,0,0,0,0,0,0,1
8465-79,0,0,0,0,0,1,0,1
8465-24,0,0,0,0,0,1,0,1
8465-78,0,0,0,0,0,1,0,1
8465-84,0,0,0,0,0,1,0,1
8465-89,0,0,0,0,0,0,0,1
8465-116,0,0,0,0,0,1,0,1
8466-8,0,0,0,0,0,0,0,1
8466-9,0,0,0,0,0,0,0,1
8466-5,0,0,0,0,0,0,0,1
8466-7,0,0,0,0,0,1,0,1
8466-6,0,0,0,0,0,0,0,1
8467-0,0,0,0,0,0,1,0,1
8468-0,0,0,0,0,0,1,0,1
8468-8,0,0,0,0,0,1,0,1
8468-2,0,0,0,0,0,1,0,1
8468-3,0,0,0,0,0,1,0,1
8468-7,0,0,0,0,0,1,0,1
8468-1,0,0,0,0,0,1,0,1
8468-6,0,0,0,0,0,1,0,1
8469-0,0,0,0,0,0,1,0,1
8469-4,0,0,0,0,0,0,1,1
8469-8,0,0,0,0,0,1,1,1
8469-3,0,0,0,0,0,1,1,0
8469-9,0,0,0,0,0,1,1,0
8469-10,0,0,0,0,0,1,1,0
8469-7,0,0,0,0,0,1,0,1
8469-1,0,0,0,0,0,1,1,1
8469-11,0,0,0,0,0,1,1,1
8470-2,0,0,0,0,0,1,0,1
8470-3,0,0,0,0,0,1,0,1
8471-23,0,0,0,0,0,0,1,0
8471-27,0,0,0,0,0,1,0,1
8471-34,0,0,0,0,0,0,0,1
8471-41,0,0,0,0,0,0,0,1
8471-46,0,0,0,0,0,1,0,1
8471-73,0,0,0,0,0,1,0,1
8471-140,0,0,0,0,0,1,0,1
8471-146,0,0,0,0,0,0,1,0
8471-199,0,0,0,0,0,1,0,1
8471-8,0,0,0,0,0,1,0,1
8471-29,0,0,0,0,0,1,0,1
8471-145,0,0,0,0,0,0,1,0
8471-159,0,0,0,0,0,1,0,1
8471-160,0,0,0,0,0,1,0,1
8471-165,0,0,0,0,0,0,0,1
8471-13,0,0,0,0,0,1,0,1
8471-58,0,0,0,0,0,0,1,0
8471-94,0,0,0,0,0,1,0,1
8471-2,0,0,0,0,0,0,0,1
8471-3,0,0,0,0,0,0,0,1
8471-38,0,0,0,0,0,0,1,0
8471-44,0,0,0,0,0,1,1,0
8471-111,0,0,0,0,0,1,0,1
8471-15,0,0,0,0,0,1,1,0
8471-47,0,0,0,0,0,1,0,1
8471-113,0,0,0,0,0,1,0,1
8471-130,0,0,0,0,0,1,1,0
8471-138,0,0,0,0,0,1,0,1
8471-139,0,0,0,0,0,1,0,1
8471-148,0,0,0,0,0,0,0,1
8471-158,0,0,0,0,0,0,0,1
8471-183,0,0,0,0,0,1,0,1
8471-36,0,0,0,0,0,1,0,1
8471-95,0,0,0,0,0,1,0,1
8471-104,0,0,0,0,0,0,1,0
8471-137,0,0,0,0,0,1,0,1
8471-1,0,0,0,0,0,1,0,1
8471-25,0,0,0,0,0,1,0,1
8471-57,0,0,0,0,0,0,1,0
8471-11,0,0,0,0,0,0,1,0
8472-0,0,0,0,0,0,0,0,1
8472-27,0,0,0,0,0,1,0,1
8472-8,0,0,0,0,0,1,0,1
8472-29,0,0,0,0,0,1,0,1
8472-13,0,0,0,0,0,1,0,1
8472-26,0,0,0,0,0,1,0,1
8472-3,0,0,0,0,0,0,0,1
8472-9,0,0,0,0,0,1,0,1
8472-10,0,0,0,0,0,0,0,1
8472-30,0,0,0,0,0,1,0,1
8472-1,0,0,0,0,0,0,0,1
8472-12,0,0,0,0,0,1,0,1
8472-25,0,0,0,0,0,1,0,1
8472-11,0,0,0,0,0,0,0,1
8472-16,0,0,0,0,0,0,0,1
8473-19,0,0,0,0,0,0,0,1
8473-28,0,0,0,0,0,0,0,1
8473-8,0,0,0,0,0,1,0,1
8473-3,0,0,0,0,0,1,0,1
8473-5,0,0,0,0,0,1,0,1
8473-7,0,0,0,0,0,1,0,1
8473-6,0,0,0,0,0,1,0,1
8473-20,0,0,0,0,0,0,0,1
8474-0,0,0,0,0,0,1,0,1
8475-2,0,0,0,0,0,1,0,1
8479-6,0,0,0,0,0,0,1,1
8479-4,0,0,0,0,0,0,1,0
8480-14,0,0,0,0,0,0,0,1
8480-16,0,0,0,0,0,1,0,1
8480-12,0,0,0,0,0,1,0,1
8483-4,0,0,0,0,0,1,0,1
8483-1,0,0,0,0,0,1,0,1
8483-3,0,0,0,0,0,1,0,1
8484-37,0,0,0,0,0,1,0,1
8484-31,0,0,0,0,0,1,0,1
8484-39,0,0,0,0,0,1,0,1
8484-3,0,0,0,0,0,1,0,1
8484-30,0,0,0,0,0,1,0,1
8484-36,0,0,0,0,0,1,0,1
8484-16,0,0,0,0,0,1,0,1
8484-14,0,0,0,0,0,1,0,1
8484-22,0,0,0,0,0,1,0,1
8485-23,0,0,0,0,0,1,0,1
8485-8,0,0,0,0,0,1,0,1
8485-13,0,0,0,0,0,0,0,1
8485-26,0,0,0,0,0,1,0,1
8485-7,0,0,0,0,0,1,0,1
8485-12,0,0,0,0,0,1,0,1
8485-14,0,0,0,0,0,1,0,1
8485-22,0,0,0,0,0,1,0,1
8486-9,0,0,0,0,0,0,0,1
8486-46,0,0,0,0,0,1,0,1
8486-49,0,0,0,0,0,0,0,1
8486-50,0,0,0,0,0,0,0,1
8486-32,0,0,0,0,0,0,0,1
8486-30,0,0,0,0,0,1,0,1
8486-14,0,0,0,0,0,0,0,1
8486-47,0,0,0,0,0,1,0,1
8486-2,0,0,0,0,0,1,0,1
8486-26,0,0,0,0,0,1,0,1
8486-29,0,0,0,0,0,0,0,1
8486-33,0,0,0,0,0,1,0,1
8486-51,0,0,0,0,0,1,0,1
8489-6,0,0,0,0,0,1,0,1
8495-0,0,0,0,0,0,1,0,1
8496-14,0,0,0,0,0,1,0,1
8496-15,0,0,0,0,0,1,0,1
8496-16,0,0,0,0,0,1,0,1
8496-21,0,0,0,0,0,1,0,1
8496-6,0,0,0,0,0,1,0,1
8496-18,0,0,0,0,0,1,0,1
8496-20,0,0,0,0,0,1,0,1
8496-26,0,0,0,0,0,1,0,1
8496-4,0,0,0,0,0,1,0,1
8496-19,0,0,0,0,0,1,0,1
8496-23,0,0,0,0,0,1,0,1
8496-17,0,0,0,0,0,1,0,1
8497-46,0,0,0,0,0,1,0,1
8497-33,0,0,0,0,0,0,0,1
8497-39,0,0,0,0,0,0,0,1
8497-38,0,0,0,0,0,0,0,1
8497-24,0,0,0,0,0,1,0,1
8497-43,0,0,0,0,0,1,0,1
8497-47,0,0,0,0,0,1,0,1
8497-25,0,0,0,0,0,0,0,1
8498-9,0,0,0,0,0,1,0,1
8498-50,0,0,0,0,0,1,0,1
8498-62,0,0,0,0,0,1,0,1
8498-32,0,0,0,0,0,1,0,1
8498-59,0,0,0,0,0,1,0,1
8498-60,0,0,0,0,0,1,0,1
8498-10,0,0,0,0,0,1,0,1
8498-11,0,0,0,0,0,1,0,1
8498-65,0,0,0,0,0,1,0,1
8498-69,0,0,0,0,0,1,0,1
8498-15,0,0,0,0,0,1,0,1
8498-22,0,0,0,0,0,0,0,1
8498-47,0,0,0,0,0,1,0,1
8498-64,0,0,0,0,0,1,0,1
8498-12,0,0,0,0,0,1,0,1
8498-28,0,0,0,0,0,0,0,1
8498-8,0,0,0,0,0,1,0,1
8498-26,0,0,0,0,0,1,0,1
8500-168,0,0,0,0,0,0,0,1
8500-166,0,0,0,0,0,1,0,1
8500-157,0,0,0,0,0,1,0,1
8501-8,0,0,0,0,0,0,0,1
8501-2,0,0,0,0,0,1,0,1
8501-9,0,0,0,0,0,0,0,1
8501-10,0,0,0,0,0,1,0,1
8501-5,0,0,0,0,0,1,0,1
8501-7,0,0,0,0,0,1,0,1
8502-19,0,0,0,0,0,1,0,1
8502-28,0,0,0,0,0,0,0,1
8502-37,0,0,0,0,0,1,0,1
8502-40,0,0,0,0,0,1,0,1
8502-42,0,0,0,0,0,0,0,1
8502-46,0,0,0,0,0,1,0,1
8502-29,0,0,0,0,0,1,0,1
8502-35,0,0,0,0,0,0,0,1
8502-39,0,0,0,0,0,0,0,1
8502-26,0,0,0,0,0,0,0,1
8502-44,0,0,0,0,0,0,0,1
8502-45,0,0,0,0,0,1,0,1
8502-24,0,0,0,0,0,0,0,1
8502-43,0,0,0,0,0,0,0,1
8502-36,0,0,0,0,0,1,0,1
8502-20,0,0,0,0,0,0,0,1
8502-22,0,0,0,0,0,1,0,1
8503-0,0,0,0,0,0,1,0,1
8503-2,0,0,0,0,0,1,0,1
8503-6,0,0,0,0,0,1,0,1
8504-0,0,0,0,0,0,1,0,1
8505-14,0,0,0,0,0,0,0,1
8505-15,0,0,0,0,0,0,0,1
8505-16,0,0,0,0,0,0,0,1
8505-21,0,0,0,0,0,0,0,1
8505-6,0,0,0,0,0,1,0,1
8505-10,0,0,0,0,0,1,0,1
8505-12,0,0,0,0,0,1,0,1
8505-18,0,0,0,0,0,1,0,1
8505-11,0,0,0,0,0,1,0,1
8505-8,0,0,0,0,0,1,0,1
8505-19,0,0,0,0,0,1,0,1
8505-17,0,0,0,0,0,0,0,1
8505-9,0,0,0,0,0,1,0,1
8506-8,0,0,0,0,0,1,0,1
8506-33,0,0,0,0,0,1,0,1
8506-13,0,0,0,0,0,1,0,1
8506-9,0,0,0,0,0,1,0,1
8506-10,0,0,0,0,0,1,0,1
8506-7,0,0,0,0,0,1,0,1
8506-36,0,0,0,0,0,0,0,1
8506-6,0,0,0,0,0,1,0,1
8506-12,0,0,0,0,0,1,0,1
8506-11,0,0,0,0,0,1,0,1
8506-14,0,0,0,0,0,1,0,1
8509-1,0,0,0,0,0,1,1,0
8509-0,0,0,0,0,0,0,0,1
8511-2,0,0,0,0,0,0,0,1
8511-0,0,0,0,0,0,1,0,1
8511-4,0,0,0,0,0,1,0,1
8513-5,0,0,0,0,0,1,0,1
8513-14,0,0,0,0,0,0,0,1
8513-15,0,0,0,0,0,1,0,1
8513-16,0,0,0,0,0,0,0,1
8513-21,0,0,0,0,0,0,0,1
8513-2,0,0,0,0,0,0,0,1
8513-3,0,0,0,0,0,0,1,0
8513-6,0,0,0,0,0,1,0,1
8513-10,0,0,0,0,0,0,0,1
8513-8,0,0,0,0,0,1,0,1
8513-13,0,0,0,0,0,0,0,1
8513-0,0,0,0,0,0,1,0,1
8513-4,0,0,0,0,0,1,0,1
8513-7,0,0,0,0,0,1,0,1
8514-0,0,0,0,0,0,1,0,1
8514-4,0,0,0,0,0,0,0,1
8514-51,0,0,0,0,0,0,0,1
8514-52,0,0,0,0,0,1,0,1
8514-2,0,0,0,0,0,1,0,1
8514-3,0,0,0,0,0,1,0,1
8514-48,0,0,0,0,0,1,0,1
8514-53,0,0,0,0,0,1,0,1
8514-5,0,0,0,0,0,1,0,1
8514-49,0,0,0,0,0,1,0,1
8514-54,0,0,0,0,0,1,0,1
8514-7,0,0,0,0,0,1,0,1
8514-1,0,0,0,0,0,1,0,1
8514-6,0,0,0,0,0,1,0,1
8514-55,0,0,0,0,0,0,0,1
8515-0,0,0,0,0,0,0,0,1
8515-2,0,0,0,0,0,1,0,1
8515-3,0,0,0,0,0,1,0,1
8515-1,0,0,0,0,0,1,0,1
8517-39,0,0,0,0,0,1,0,1
8517-46,0,0,0,0,0,1,0,1
8517-49,0,0,0,0,0,1,0,1
8517-63,0,0,0,0,0,0,0,1
8517-78,0,0,0,0,0,1,0,1
8517-7,0,0,0,0,0,1,0,1
8517-40,0,0,0,0,0,1,0,1
8517-44,0,0,0,0,0,1,0,1
8517-38,0,0,0,0,0,0,0,1
8517-43,0,0,0,0,0,1,0,1
8517-65,0,0,0,0,0,1,0,1
8517-72,0,0,0,0,0,1,0,1
8517-5,0,0,0,0,0,1,0,1
8517-22,0,0,0,0,0,1,0,1
8517-47,0,0,0,0,0,0,1,0
8517-71,0,0,0,0,0,1,0,1
8517-6,0,0,0,0,0,0,0,1
8517-17,0,0,0,0,0,1,0,1
8517-81,0,0,0,0,0,0,0,1
8517-42,0,0,0,0,0,0,0,1
8518-4,0,0,0,0,0,1,0,1
8518-3,0,0,0,0,0,0,0,1
8518-9,0,0,0,0,0,1,0,1
8518-10,0,0,0,0,0,0,0,1
8518-7,0,0,0,0,0,1,0,1
8518-6,0,0,0,0,0,1,0,1
8519-2,0,0,0,0,0,1,0,1
8520-0,0,0,0,0,0,0,1,0
8521-0,0,0,0,0,0,0,1,0
8521-4,0,0,0,0,0,0,1,0
8521-8,0,0,0,0,0,0,1,0
8521-3,0,0,0,0,0,0,1,0
8521-10,0,0,0,0,0,0,1,0
8521-7,0,0,0,0,0,0,1,0
8521-1,0,0,0,0,0,0,1,0
8521-6,0,0,0,0,0,0,1,0
8522-52,0,0,0,0,0,1,0,1
8522-82,0,0,0,0,0,1,0,1
8522-147,0,0,0,0,0,1,0,1
8522-81,0,0,0,0,0,0,0,1
8522-80,0,0,0,0,0,1,0,1
8522-83,0,0,0,0,0,1,0,1
8522-78,0,0,0,0,0,1,0,1
8522-127,0,0,0,0,0,1,0,1
8522-49,0,0,0,0,0,0,0,1
8522-50,0,0,0,0,0,0,0,1
8522-136,0,0,0,0,0,1,0,1
8522-148,0,0,0,0,0,1,0,1
8522-77,0,0,0,0,0,0,0,1
8523-0,0,0,0,0,0,0,0,1
8523-4,0,0,0,0,0,1,0,1
8523-19,0,0,0,0,0,1,0,1
8523-17,0,0,0,0,0,0,0,1
8523-18,0,0,0,0,0,1,0,1
8523-20,0,0,0,0,0,0,0,1
8524-7,0,0,0,0,0,0,1,0
8524-1,0,0,0,0,0,1,0,1
8524-11,0,0,0,0,0,0,0,1
8524-18,0,0,0,0,0,1,0,1
8524-16,0,0,0,0,0,0,0,1
8524-12,0,0,0,0,0,0,1,0
8524-8,0,0,0,0,0,0,0,1
8526-0,0,0,0,0,0,0,0,1
8526-8,0,0,0,0,0,1,0,1
8526-13,0,0,0,0,0,1,0,1
8526-3,0,0,0,0,0,1,0,1
8526-9,0,0,0,0,0,1,0,1
8526-1,0,0,0,0,0,1,0,1
8526-6,0,0,0,0,0,1,0,1
8527-8,0,0,0,0,0,1,0,1
8527-10,0,0,0,0,0,1,0,1
8527-38,0,0,0,0,0,0,0,1
8527-5,0,0,0,0,0,1,0,1
8527-15,0,0,0,0,0,1,0,1
8527-12,0,0,0,0,0,0,0,1
8527-20,0,0,0,0,0,1,0,1
8527-25,0,0,0,0,0,1,0,1
8528-7,0,0,0,0,0,0,0,1
8528-3,0,0,0,0,0,1,0,1
8529-2,0,0,0,0,0,0,1,0
8529-3,0,0,0,0,0,0,1,0
8529-4,0,0,0,0,0,0,1,0
8530-4,0,0,0,0,0,0,1,0
8530-19,0,0,0,0,0,0,1,0
8530-23,0,0,0,0,0,0,0,1
8530-27,0,0,0,0,0,0,1,0
8530-28,0,0,0,0,0,0,1,0
8530-34,0,0,0,0,0,0,1,0
8530-37,0,0,0,0,0,0,1,0
8530-40,0,0,0,0,0,0,1,0
8530-41,0,0,0,0,0,0,1,0
8530-42,0,0,0,0,0,0,1,0
8530-46,0,0,0,0,0,0,1,0
8530-51,0,0,0,0,0,0,1,0
8530-52,0,0,0,0,0,0,1,0
8530-8,0,0,0,0,0,0,1,0
8530-17,0,0,0,0,0,0,1,0
8530-29,0,0,0,0,0,0,1,0
8530-31,0,0,0,0,0,0,1,1
8530-33,0,0,0,0,0,0,1,0
8530-35,0,0,0,0,0,0,1,0
8530-39,0,0,0,0,0,0,1,0
8530-13,0,0,0,0,0,0,1,0
8530-26,0,0,0,0,0,0,1,0
8530-2,0,0,0,0,0,0,0,1
8530-3,0,0,0,0,0,0,0,1
8530-9,0,0,0,0,0,0,1,0
8530-10,0,0,0,0,0,1,1,0
8530-32,0,0,0,0,0,0,0,1
8530-38,0,0,0,0,0,0,1,0
8530-44,0,0,0,0,0,0,1,0
8530-45,0,0,0,0,0,0,1,0
8530-48,0,0,0,0,0,0,1,0
8530-53,0,0,0,0,0,0,1,0
8530-5,0,0,0,0,0,0,1,0
8530-15,0,0,0,0,0,0,1,0
8530-24,0,0,0,0,0,0,1,0
8530-30,0,0,0,0,0,0,1,0
8530-43,0,0,0,0,0,0,1,0
8530-47,0,0,0,0,0,0,1,0
8530-49,0,0,0,0,0,0,1,0
8530-50,0,0,0,0,0,0,1,0
8530-54,0,0,0,0,0,0,1,0
8530-56,0,0,0,0,0,0,1,0
8530-7,0,0,0,0,0,0,1,0
8530-36,0,0,0,0,0,0,1,0
8530-6,0,0,0,0,0,0,1,0
8530-12,0,0,0,0,0,0,0,1
8530-20,0,0,0,0,0,1,1,0
8530-25,0,0,0,0,0,0,1,0
8530-55,0,0,0,0,0,0,1,0
8530-57,0,0,0,0,0,0,0,1
8530-11,0,0,0,0,0,1,1,0
8530-16,0,0,0,0,0,1,1,0
8530-21,0,0,0,0,0,0,1,0
8530-14,0,0,0,0,0,0,1,0
8531-0,0,0,0,0,0,1,0,1
8531-4,0,0,0,0,0,1,0,1
8531-2,0,0,0,0,0,1,0,1
8531-3,0,0,0,0,0,1,0,1
8531-5,0,0,0,0,0,1,0,1
8531-7,0,0,0,0,0,1,0,1
8531-1,0,0,0,0,0,1,0,1
8532-2,0,0,0,0,0,1,1,0
8532-3,0,0,0,0,0,1,1,0
8532-5,0,0,0,0,0,1,0,1
8532-1,0,0,0,0,0,1,0,1
8533-9,0,0,0,0,0,1,0,1
8533-2,0,0,0,0,0,0,0,1
8533-6,0,0,0,0,0,1,0,1
8533-8,0,0,0,0,0,1,0,1
8534-0,0,0,0,0,0,0,0,1
8534-2,0,0,0,0,0,0,0,1
8534-3,0,0,0,0,0,0,0,1
8536-0,0,0,0,0,0,1,0,1
8536-27,0,0,0,0,0,0,0,1
8536-28,0,0,0,0,0,0,0,1
8536-46,0,0,0,0,0,1,0,1
8536-8,0,0,0,0,0,1,0,1
8536-66,0,0,0,0,0,0,0,1
8536-68,0,0,0,0,0,1,0,1
8536-62,0,0,0,0,0,1,0,1
8536-2,0,0,0,0,0,1,0,1
8536-10,0,0,0,0,0,0,0,1
8536-44,0,0,0,0,0,0,0,1
8536-45,0,0,0,0,0,0,0,1
8536-65,0,0,0,0,0,1,0,1
8536-74,0,0,0,0,0,1,0,1
8536-75,0,0,0,0,0,1,0,1
8536-1,0,0,0,0,0,1,0,1
8536-67,0,0,0,0,0,1,0,1
8536-11,0,0,0,0,0,0,0,1
8536-61,0,0,0,0,0,1,0,1
8537-9,0,0,0,0,0,1,0,1
8537-19,0,0,0,0,0,0,0,1
8537-78,0,0,0,0,0,1,0,1
8537-84,0,0,0,0,0,1,0,1
8537-86,0,0,0,0,0,1,0,1
8537-85,0,0,0,0,0,0,0,1
8537-87,0,0,0,0,0,1,0,1
8537-0,0,0,0,0,0,1,0,1
8537-73,0,0,0,0,0,1,0,1
8537-74,0,0,0,0,0,1,0,1
8537-1,0,0,0,0,0,1,0,1
8537-30,0,0,0,0,0,1,0,1
8537-70,0,0,0,0,0,1,0,1
8537-71,0,0,0,0,0,1,0,1
8537-77,0,0,0,0,0,1,0,1
8537-2,0,0,0,0,0,1,0,1
8537-3,0,0,0,0,0,0,0,1
8537-28,0,0,0,0,0,1,0,1
8537-8,0,0,0,0,0,1,0,1
8537-26,0,0,0,0,0,0,0,1
8537-29,0,0,0,0,0,1,0,1
8539-1,0,0,0,0,0,0,0,1
8539-2,0,0,0,0,0,1,0,1
8540-22,0,0,0,0,0,0,0,1
8540-61,0,0,0,0,0,0,0,1
8540-64,0,0,0,0,0,1,0,1
8540-70,0,0,0,0,0,1,0,1
8540-71,0,0,0,0,0,1,0,1
8540-77,0,0,0,0,0,1,0,1
8540-98,0,0,0,0,0,0,0,1
8540-1,0,0,0,0,0,0,0,1
8540-10,0,0,0,0,0,0,0,1
8540-55,0,0,0,0,0,1,0,1
8540-65,0,0,0,0,0,1,0,1
8540-67,0,0,0,0,0,1,0,1
8540-75,0,0,0,0,0,1,0,1
